,Word,Mnemonic_1,Mnemonic_2,Mnemonic_3,Mnemonic_4,Mnemonic_5,Mnemonic_6,Mnemonic_7,Mnemonic_8,Mnemonic_9,Mnemonic_10,Mnemonic_11,Mnemonic_12,Mnemonic_13,Mnemonic_14,Mnemonic_15,Mnemonic_16,Mnemonic_17,Mnemonic_18,Mnemonic_19,Mnemonic_20,Mnemonic_21,Mnemonic_22,Mnemonic_23,Mnemonic_24,Mnemonic_25,Mnemonic_26
754,axiomatic,Earth is rotating on it's own AXIS;a MATHE matical statement;that need not be proved,matheMATICs (axioMATIC)is not obvious or self- evident to me :(,,,,,,,,,,,,,,,,,,,,,,,,
755,macabre,sounds like hindi word makbara....and its made over the place where people are either buried or burnt.....and for me its a ghastly place..that I would never like to go to....,"Sounds like massacre..which means ""excessive killing of many people""..and which also represents death",makbara :to move around makbara in night is a horrified act,Sounds like Nakaab (Mask). So Imagine some one came in front of you wearing a frightening mask; then you will feel gruesome!,ma+cabre...watching cabre is horrible;gruesome and disgusting.,"Maha + Kabre = Kabbars are gruesome

Another mnemonic can be mocambo who gives horrifying deaths to innocents",MACABRE = Ma went to cabre for money this is a horifying situation abt poverty.,"look like ma + cabret. if you saw your mother doing cabret in old hindi move; it would be ""horrifying"" and would scar you for life :)",,,,,,,,,,,,,,,,,,
756,gullible,Gullible = Gull + ible = girl/galli + able A girl who is able to be tricked or deceived easily.,gali = street (in hindi).. street people like slum can be easily deceived (although the other way is also true),Gullible: Gul(Girl)+Li(Lie)+Ble(Believe) so girls believe the boys those to lie;since they can decept easily;so thet are GulLiBle;credulous;innocent;trusting;.....,Gulli mein ghumne wale log...they are GULLIBLE as the don't know anything from the world and they can be easily tricked......,Gulli mein ghumne wale log...they are GULLIBLE as the don't know anything from the world and they can be easily tricked......,chris gayle is a guile cricketer... gullible is a bowler WHO IS DECEIVED  EASILY by gayle...,Gullible = gullu name type ppl are always innocent.,Ghoul is standing in mud. He farts and it makes bubble. Other ghoul shouts that there is mud monster; both ghouls run away.,,,,,,,,,,,,,,,,,,
757,ingrained,if we divide this into three parts...in+grain+ed....we see that middle part...grain....which is the seed of  a food plant;;;and  we know that food plant is always deeply rooted in the soil  before it matures and devlop seeds.,like wise ingrained habits are also deeply rootedand its difficult to change them untill strict action is not taken.,GRAIN-sowed deep IN the soil;completely so-deep rooted,,,,,,,,,,,,,,,,,,,,,,,
758,tacit,tacit ~ take it; imagine you are giving permission to someone to take something from your room...but you didn't say it verbally but via your actions.,"tacit= take + it
or you will have to take something which is not expresssed...",Tacit - Change the word to Tact - You  tactfully (with perfection)handled the situation even without expressing it in words (tacit).,break it as taci -t = taxi ..when u r waiting on road side . it implied; understood without being expressed that you need taxi,,"Example for Tacit is Mr.Bean's Action;who used to laugh a lot with out speaking a word

Mr.Bean is a tacit Actor :)",pushpaka vimanam is a movie in which kamalhasan acted;it is movie full of tacit no single word or dialogue;its full of actions,,,,,,,,,,,,,,,,,,,
759,exorbitant,ex(out) + orbit - that is out of orbit or limitations that are binding it.,EX(extra)ORBIT-ant...extra orbit in the solar system...so this extra+orbit makes the solar system excessive now,"if we takin it from ORBITANT it means in hindi OR BI(bhi) TANT hai means ""excessive"".",WE KNOW EARTH MOVES AROUND THE SUN RYT?IN IT'S PERTICULER ORBIT RYT?AND THE ORBIT IS HUGE RYT?SO EX(OUT) OF THIS ORBIT MEANS BEYOND THE BOUND OF THIS ORBIT OMGGGG IT'S HUGE/EXCESSIVE RYT?,simple extorbitant starts from ex so as extra,exorbitant = ex + orbit; cut the orbit; i.e the planet cutout of the orbit & going to infinite direction.,,,,,,,,,,,,,,,,,,,,
760,serene,when we se(see)+rene(rain) in hot season;we become calm,Say this like..Its(i silent)+rain...in the burning heat of summer...u feel more calm & relaxed..(Syn-Placid),,,,,,,,,,,,,,,,,,,,,,,,
761,treatise,focus on TREATI..almost same as TREATY...now remember treaty between two nations; so it must be a formal written document,A TREATISE or a THESIS is a written book or document on a subject.,treat+ise...focus on treat means deal with a  speech or writing or discuss about an issue....so discuss about a treatise...a written essay or exposition,,,,,,,,,,,,,,,,,,,,,,,
762,corporeal,corpo(corparate)+real(real world estate)sounds materialistic things,Corporeal > Corpse/corpusles; which is a bodily term.,corporeal  = corporate + real. the reality of the corporate world is that everything is materialistic and nothing is spiritual.,corporeal sounds like 'corporal'. corporal punishment is physical; is of the body. => corporal punishment broke her body; not her spirit.,,,,,,,,,,,,,,,,,,,,,,
763,figurative,No Mnemonic,,,,,,,,,,,,,,,,,,,,,,,,,
764,morose,in hindi it is like MOR(peacock) RO(weep) SA raha hai-means it is in sorrow and hence brooding ill humoured,A guy gave a crushed(MOroda hua(Hindi)) ROSE to girl as a humor she got pissed on this ill humor at the guy and canceled the plan of party(unsociable),MOROSE..ITS LIKE DIS..nOROSE..SO NO ROSE FOR UR GIRLFRIEND SHE LL BE SAD..,MOROSE ( More + RoRa(crying in hindi)) Deep and long lasting Sadness,a morone is equipped with morose,My neighbor left her house to buy some MORe ROSES because she is so sad.,he dont like rose NO-ROSE-;SO HE IS ILL HUMORED,"Picture a funeral director banging on a cowbell with a drumstick and calling to his assistant ""MORE ROSES; MORE ROSES.""",morose rhymes with REMORSE,,,,,,,,,,,,,,,,,
765,fickle,imagine you are in a grocery shop. you need to select a PICKLE bottle . there are so many varieties of pickle there so ur FICKLE (changing mind) about which one to buy,you tickle your gf and she kicks you hard at the main point... you start to doubt if she is faithless and changeable... lol,FEES...fees of engineering colleges are constantly changing and kal fee kya hogi no one can predict...,Fickle rhymes with Firal(hindi).firal can change his mind anytym beacuse he is considered a bit cracked mind,when he saw a million nickels; his friendship[ for his friend fickled.,some use  our friendship as pickle and throw us when we are not needed.(faithless),sounds like flicker;which means changing suddenly,pickle changed itself to fickle so fast;so it is changeable and can't be trusted to be eaten,,,,,,,,,,,,,,,,,,
766,ramification,Bhagwan Ram and his brothers were subdivided; i.e.; two were sent to  the jungle and while the other two stayed in the kingdom. So; ramification means subdivision.,opposite of unification,politicians divide people on the basis of god...RAMIFICATION means dividing people having Ram as their god from other people,the consequence of an act of war is that you then have your enemy RAMMING your fort-ICATION,"RAM.....random access memory...
we divide RAM of computer to boost the speed...something",ramification..in mathamatics(geometrical term)..we use this term..where we see that square root function of a complex number can be seen having two branches..and both of them differing in sign....,When you ram a gate; it divides into branches(pieces) ...battering ram from age of empires ;) RAM THE WALL,The ramification of fighting with Ram can never be good.,The ramification of Ramâ€™s study is in the report card.,ramification-(ram forest)-In ramayan when ram was sent to the forest ;the decision has many complications,,,,,,,,,,,,,,,,
767,eclectic,eclectic or   elect means; chosing the best from many sources which is the meaning of the word eclectic,nowadays even after the elections the governments formed are generally eclectic.composed of many parties,sounds like election; and in election only the best candidated are chosen !!,SELECTive,"ECLECTIC: EC(ek) LAC TICket....

EKk lakh ticket me se sirf ek hi ticket select hogi......
to is tarah best ticket ka selection ho jayega.....",eclectic sounds like election; during election time - only SELECTIVE candidates can compete.,eclairs-a chocolate which s made by collecting various elements,"Eclectic-Elect
choosing the best party from a group of parties {parties = related to politician}",eclectic one election ; choosen from many ones.,"selection of ideas; knowledge; information....not physical things
That stuident is filled with eclectic ideas",Eclectic = prepare one lecture from many sources so give it tick.,,,,,,,,,,,,,,,
768,apprehension,No Mnemonic,,,,,,,,,,,,,,,,,,,,,,,,,
769,idiosyncratic,Idea(Idio)+ syncronize(syncratic):Ideas produced by any person is always   synchronizes with his mental ability which is peculiar to that individual,,,,,,,,,,,,,,,,,,,,,,,,,
770,insolent,sounds like insult-ent => A person who insults evryone is UNRESTRAINED; IMPRUDENT AND SHAMELESS,INSOLENT = INSULting + arrogANT.,,,,,,,,,,,,,,,,,,,,,,,,
771,ardent,ardent-her+dent... If u r with ur lover she show some intense love n condemn whenever requires,Her+dent..DENT made by u in her car made HER extremely hot(anger)..,,,,,,,,,,,,,,,,,,,,,,,,
772,doctrinaire,Some Doctors are arrogant on their opinions when a junior suggest them.,meaning of the word is seeking to impose a doctrine in all circumstances without regard to practical considerations...hence a person who tries to spread his DOCTRINE in AIR everytime is doctrinaire......,Doctor+In+Air (one who     is not down to earth; doesn't accept others; can't compromise with highest belief that he believed in.,"""DOCTRINE"" in ""AIR""...ie not following the doctrine.",,,,,,,,,,,,,,,,,,,,,,
773,officious,OFFICIOUS;the first part of the word sounds similar to office. Imagine a government office where people poke their nose in other's affairs; they are INTERFERING.,"Offi(in offices)+cious(curious)..
in offices ppl vl be curious for promotions  so they vil be pushy in offering services",excessive eagerness to do OFFicial work of OFFering service or advice..,In an office; people are always poking into (meddling with) others affairs; in a irritating manner.,Imagine a police OFFICER that was so OFFICIOUS on the highway he made a car stop for several hours,Off-ish in the office = because they're pushy with their services to get a promotion,"read off as offering and cious as service 
so one hu offer his service",inclined towards making our mood off - OFFIng eaCh and every 1 Of US,,,,,,,,,,,,,,,,,,
774,cease,No Mnemonic,,,,,,,,,,,,,,,,,,,,,,,,,
775,lavish,lavish( read it as love ) in love boy spends money generously s0 generous in spending money,love + ish ....to be loved by ish u have to spend liberally......,Love makes one lavish- it makes people spend generously on their mates.,After geeting female frnd in bus so much money spending on mobile bill ye love ish(lavish),,,,,,,,,,,,,,,,,,,,,,
776,conducive,conducive - come(con) + do(du) + civil work(cive).....doing civil work is helpful & contributive.,Conducive sounds like conductive. Conductivity; property of a metal; means passing electricity smoothly; i.e. helpfull in making it pass..so; conducive means helpful or favoring.,this word resembles conjuse(one who doesnt spends money)..the answer would be the opposite..,conducive means making a certain situation or outcome likely or possible...CONDUCIVEis somewhat like CONCLUSIVE...if you can make conclusion; you make something possible.....,con+DUCE....remember duce in tennis .....a duce is always helpful for small player playing infront of a great player like federer,His motto is CAN DO IT,Con(commonly)+Ducive(Producive->Productive),,,,,,,,,,,,,,,,,,,
777,equanimity,EQUAL+ENEMY(ity) Seeeing enemy as a friend i.e.; with CALMNESS OF TEMPERAMENT.,equal mind,When meditating; you find equanimity when you find your EQUILIBRIUM.,equanimity,equi + animity >> when one thinks about other creatures as equal to himself; he or she has a great composure of mind and is calm and thoughtful about others..,equanimity=equal+enmity; when u see your ENEMY u get angry; so it is necessary for u to maintain EQUAL temper and calmness if you are in public to avoid any outroar,,,,,,,,,,,,,,,,,,,,
778,supplant,"Sounds like: sub + plant....i.e substitute + plant... <br>...so it is taking the place of the other plant 
or superseding it.
Root out one plant and grow another.",SUPer PLANT---Due to advances in agriculture; govt. is replacing all plants with SUPer PLANTs.,supplant sounds like implants.. and implant takes the place of originality!!,The restaurant SoUPPLANTATION is constantly SUPPLANTING its patrons with new ones throughout the day.,o this one is easy-  SUPPLY ANT as a substitute for parents in case they are not available. {The ANT brainwashes the kids into thinking she is the real parent} meaning of supplant: take the place of in a <b>scheming</b> manner,supplant == SUPpress  + PlANTation and start construction there  mean u have replace smthing unfairly,sabbatical,SUPPLE-ANT.. the Old; senile ruler of the ANT colony was replaced by a younger; SUPPLE bodied ANT.,sounds Supplement >>> In gym's we take supplements in order to make over t deficient nutrients in t body... hence daily food is REPLACED with an option of supplement food..,,,,,,,,,,,,,,,,,
779,lampoon,LAMPOON- if you pour oil for a LAMP with a SPOON ppl will ridicule cos for a lamp you should pour a lot of oil!!!,"---kuch langoor jaisa lgta hai.
aisa art jis se kisiki achi bhali shakal ko langooron jaisi bna dena
lampoon---A composition that imitates somebody's style in a humorous way",if a man behaves like BABOON; then he will be subjected to LAMPOON,Lampoon rhymes with Harpoon which is a spear used for hunting....so when somebody lampoons you they hunt you with harsh satire.,Instead of using a harpoon to impale the whale; the clown used a LAMP = he used a LAMPOON.,associate it wid lambu..which is used while makin satires...,"Lamp=copy; 
oon=paste
""copy-paste""",lamp O on - replica kept on original,,,,,,,,,,,,,,,,,,
780,bombastic,BOMBS and firecrackers are used to impress people and they cause high sound,bombaat- this word in kannada;somthing like a pompous speech;inflated language.,"similar to others above...

The U.S. likes to BOMB bombastic dictators like Saddam Hussein","the words to Mr. BOOMBASTIC by Shaggy tell about an ostentious ""Mr. Lover Lover""",relate it with...BOMB Squad...who has diffused the bomb..while Mantri's giving pompous speeches...!!,bomb(very good)baasha (lang in telugu),"RHYME - bom N pom

&

bomb BLOWN TO INFLATE.... UNSING INFLATED LANGUAGE",Bomb-aztec as in aztec gold..so a bomb that is GOOD that comes through a powerful SPEECH..,she considers herself a big Bomb... means she gives a lot of self importance to herself...,,,,,,,,,,,,,,,,,
781,lambaste,lambaste sounds like namaste(in hindi); which is a respectful greeting. lambaste is precisely opposite of that,Lambaste will remind u of BLAST!!!,Lam (baste) <--> Bastille --- was attacked. Lambaste is to attack verbally,"Saying to someone that you  are ""Lamb + Ass"" => You are criticizing them",lambe lambe dena means to thrash somebody,lamb + bate >>> lamb ko bohot MAARNA..,,,,,,,,,,,,,,,,,,,,
782,undercut,No Mnemonic,,,,,,,,,,,,,,,,,,,,,,,,,
783,euphemism,"Assuming: females are milder than males as they are more emotionally inclined.

It reads like E(xpress) U(yourself) Phemism(like feminism).",you+feminisn(sounds like) girls try to avoid certain words and circumlocate... so if u practise euphemism; you act like a female,"eu- <> dys-
(good) <> (bad)

-phemi ~ phone ~ sound

=> euphemism ~ make good speech instead of bad one",eu â€˜wellâ€™ + phÄ“mÄ“ â€˜speaking.â€™,"eu(r u?)+phemism(feminist)
instead of saying "" r u feminist"" we can say "" r u in favor of women rights?"" because the first one seems hursh and rude :)",Euphemism = e + u + ph + emission; your phone emission i.e sound is sweet.,,,,,,,,,,,,,,,,,,,,
784,turpitude,TAPORI ATTITUDE.....I hpe nw its easy,turpitude = turbid attitude so a depraved act.,TURPITUDE and RECTITUDE are rhyming words with opposite meanings.  Turpitude refers to wickedness while Rectitude refers to correctness of behaviour; upright and honest.,"turpitude...concentrate on ""turp""; now replace 't' with 's'..it becomes surp..which means snake in hindi..what can you expect from a snake..turpitude; or depraved act",The first word that comes with my association with TURPITUDE is TORPEDO..torpedo is similar as it is destructive too,focus on the last part of the word turpITUDE...(SOUNDS SIMILAR TO ATTITUDE).....SO SOMEONE HAVING THE  MEAN  ATTITUDE.,notice the word PIT. a turpitude or turd + PIT + dude; or a turd dude will definately go to hell(pit of fire) if he is immoral,"When you do ""TUR"" (tor) and ""PIT"" (peet); u are being corrupt; or degenerate; or depraved - morally not correct !",When you say something TURPITUDINOUS your mother washes your mouth out with TURPentine soap,To punish the little boy for his turpitude; his mother put TERPENTINE on his TORPEDO.,turks wre thrown in the pit by morgan black's invaders. in the pit they had to live in depravity to servive,,,,,,,,,,,,,,,
785,peccadillo,"""pecc"" (actually; pecado) refers to ""mistake"" as in impeccable. pecking others etc.;

So; peccadillo means small mistake.",no one is PUKKA . we tend to do small and petty mistakes,If you watch American pie 3 movie you can easily remember this word in this movie the heroin have this peccadillo ( penis shape dildo ) which girls use for the small offense or sexual satisfaction,pecc(mistake) + dillo(dhila)means loose;so small mistake..,peccadillo=penis-ca-dhorlo(bangla)..it means to hold penis..you can say it as handling..it is not a serious offense,pecca means drink beer and dillo means looseness so peeke offence kar diya,peccadillo=peca +adi+l(light)+o(lo(tesko))..playing cards is a minor offence,sound like BACARDI LAO(bring)...you are asking your friend to bring bacardi....and drinking bacardi is a minor crime(morally).....,peccadillo sounds like   -- puchka dhil marlo -- which is slight offence,pakka di low blow = petty act,the armaDILLO PECked my arm but I considered this only a minor offense because he could have bit my arm off,pe+ca+dil+lo....so ek person pe ke dil lo-dil lo bol rha hai....means it is a slight offense,"Peccadillo means Pecca Dil Lo yani ladki ka Dil pakka lo aur ""make small mistake"" yani thodi galti karo",Pecca Dil Lo aur this surely will be your petty mistake in life.,pecca (playing card) + dil (deal) + lo (low offense)â€¦.,,,,,,,,,,,
786,antagonize,go anti to someone that is antagonize for you,just take 2 first characters: an -> annoy,AUNTY+GONE(goes)+ON+ICE....when an aunty goes on ice bare footed;it provokes her hostility.....,,,,,,,,,,,,,,,,,,,,,,,
787,barren,A student of 'Barren' 'Brain' will not be able to memorize wordlists of Barron's GRE.,"barren=bar+ran
u ran into a bar and had had lots of wine then u will become dull hence
barren=dull",bar...ren that is one which is barred or is desolete,,,,,,,,,,,,,,,,,,,,,,,
788,philistine,break it into PHIL(feel)+TINE(tiny)...those who feel over tiny things are NARROW MINDED.,heard of palestine gang? they are narrow minded and uncultured..,philistine...piliste ne palukutadu.. narrow minded person,easy mnemonic - phil is teen = phil's parents would be narrow minded and wouldn't allow her to wear short clothes as she is a teen,palestine = muslims. Muslims are stereotyped as narrow-minded; devoid of respect for other's culture etc.,Those who are not pristine;dey are philistine,phil - love or attraction to; stein - common jewish last name.  Jews are considered to be guided by materialism and not intellectual or artistic values.,,,,,,,,,,,,,,,,,,,
789,relegate,relegate..split it like rele(relatives+gate)your relatives are crying at THE GATE because you are not allowing them to enter your house; you have put them in a worse place i.e the GATE WHICH IS ALMOST LIKE A FOOTPATH.,divide it like rail+gate. Earlier station Master is now appointed as a watcher of rail gate. so; in worse position.,Being a delegate is an important position. Take care of it. Don't let anyone relegate you.,rele(relatives)+gateâ€¦...Bad rank of your RELATIVE in GATE examination has PUTTED HIM INTO A LOWER PLACE(department) of study,relegate is the opposite of delegate(usually of higher position ex:foreign delegate),basically this word is taken from Latin legare which means to send.....so you send someone out of country...you put them in worse situation and place....you send pople to inferior positions.,relegate rhymes with delegate. Delegate as a verb means TRANSFER(of power esp),re+legate.....IN ANCIANT ROME .LEGATE was a official representative of the king or governer of the state who use to ASSIST them..in work..and every legate was ASSIGNED HIS DUTY.,"Rele-gate
...the word gate indicates something like a gate keeper or some job of low
cadre",remember relegation team in the English premier league.,"rally + gate 
all those who took part in rally near the University Gate are  banned and some assigned to a lower rank",relegate = rele (sounds like rail) + gate. You will be in bad condition if u r without ticket and caught at railway station's gate by TT.,,relegate ~ re-leg-gate: re-position(re-leg) to lower room(gate): to be downgraded,i will relegate you if you delegate your duties to him anymore.,,,,,,,,,,,
790,dirge,Dirge -  di means die; so when you die and have done good things for people in life; a song of grief or lament will be sung for you.,A dirge gives me da (the) urge to start crying.,DIRGE sounds like DARD(pain)..song filled with DARD,looks similar to DARGAH..where people MOURN WITH MUSIC for the loss of loved ones,sounds like hindi word DARD and TARAZ(music) so dirge is DARD TARAZ or mournful song,Imagine a DARGE(tailor) dies n on his departure a lament mournful song is being sung.. which is rare n stupid i kno! :D hehe,In the word dirge; look at DIRgE (DIRE); which is something really bad. So at the dire event of a death; they will play a dirge.,dirge = die in age i.e in fire; the mournful song for dying.,afraid(dir in hindi)=> we afriad when someone die and sing song called dirge(just for remembering),,,,,,,,,,,,,,,,,
791,imperturbable,imperturbabble--im + pertur (like tur tur) + babble ( just talking foolishly..). So; the person who never do any tur-tur and never babbles is a very cool; calm and peaceful guy.,im-'not'+perturb(able); meaning not perturbed....so a person who is not perturbed stays calm and placid.,imperturbable- im+perturbable. Perturb has a rhythm with Disturb. Imperturbable is a person whom u can't feel disturbed/upset easily- that's why he is always calm.,imperturbable = imperturbare (old) = im- 'not' + per-'completely' + turbare (sounds like disturb),Im+Pester+Able.,Im(Not) + per( permiable) + tub(turbulance) ; so not prone to turbulance;so marked by extreme calm steadiness...,"Nothing that we could do to the imp in central park could perturb him; we were simply not able.
The simple truth of the matter is that the imp in central park is imperturbable.",i m :i am and im: no; per:person; tur:torture; bable: babble ; i am person not affected by torture or babble cuz i am calm,,,,,,,,,,,,,,,,,,
792,excoriate,Examiner (EX-) ne meri kori (cori)(in hindi blank) answer sheets ko dekh ke mujhe bahut harsh remarks diye.,excoriate(sounds like ex-koriate) koreans are chinese and they are good in  fighting and tend to rip the skin off ( a korean ate you !)so being very severe!,If you excrete on somebody; you will get excoriated.,split it as ex + coria + ate... so spell coria as korea now koreans are harsh and they will strip your skin off,excoriate rhymes with EXFOLIATE which means to remove (dead)skin..so in a way it is to ABRADE or FLAY,x-core hate -> hardcore hate,ex+co(ko)+ri(re)+ate (attend) karro...u break up with ur present gal friend since ur ex-gf creates a conflict between u both...so u attend ur ex-gal and scold her bitterly...excoriate her,Corriagated cardboard has deep holes in it; which is what one does to someone when they harshly denounce; or vituperate; them.,AXE+CORIATE....jab teacher ne meri cori book dekhi toh unhone axe se usko excoriate kiya....,ex+cori+ate= your ex cori ate you with her criticism and wanted to rip off your skin bc she was so mad,Ex gori gfs will always have bad opinion on you...,EXCORIATE=EXCLUDE KORIAN->I LOVED A KORIAN GIRL.BUT MY DAD TOLD ME TO EXCLUDE KORIAN GIRL FROM YR GF LIST.SHADI K LIYE BOHOT DISAPPROVAL SIGN DIKHAYA,ex-(express)-core(h)ate express core hate by berate or vituperating someone,"ex(OLD)+cori(korean)+ate-->old koreans used to eat human by ""tearing and wearing off their skin""...now there is ""strong disapproval"" for this custom...",,Apni EX ko kaise rate karoge? - critize hi karoge,,,,,,,,,,
793,curmudgeon,"Cur-mud-geon
Car mud main gone... to driver went bad tempered... i.e. curmudgeon..",(sir+mut+jiyo) means sir u have already become OLD so now ab mat jiyo.....,like karamjali(old cantankerous lady),think of a thick layer of mud on car...  nothing affect it..stubborn,like Harbhajan; a bad tempered person,In telugu this guy is chadastapu musalodu. His wife will always say na kharma em jeevitham ra nayna,cur + mud + geon = kar + mud + g-one. recall g one from movie ra-one. he is a bad guy and we are asking him to kar  mud (gandagi failao),,,,,,,,,,,,,,,,,,,
794,swindle,win + DULL...if a dull person wins; we generally surmise that he must have cheated,,,,,,,,,,,,,,,,,,,,,,,,,
795,wheedle,wheedle think of WEED they are drugs that deceive young people to take it-sounds like someones saying weed le .. which means take weed,wheedle- consider weed..weeds r plants dat grow unnecssarly btw da good plants..we can;t find dem by just cin..dey decieve us..,wheedle..wheed(SOUNDS LIKE NEED)...when we NEED something very urgently we try to obtain it in whatever way possible; be it by flattery or deception.,wheel+idle ... sit idle in a wheel chair and persuade others to do your work,wheed--> weep to fulfill the need,usne needle mangi thi..i decieved him and gave weedle.,weds wit the rich girl by wheedle,,,,,,,,,,,,,,,,,,,
796,sentimental,SENTIMENTAL which means; going by your sentiments (emotions) is the opposite of PRAGMATICAL which refers to someone who treats things from a PRACTICAL point of view.,,,,,,,,,,,,,,,,,,,,,,,,,
797,miscreant,MISCREANT=mis+create..so god created them by mistake. Who? The VILLAINS,MISERABLE CREATURE,,,,,,,,,,,,,,,,,,,,,,,,
798,implacable,Sounds like IMPLEASABLE -- some one who cannot be pleased or appeased -- not pacifiable,IM(Not) + PLAC(Place) + ABLE = You will not a place in her heart.,implacable = im (not) + play + cable; cable is not playingi.e not friendly environment.,In general body IMPLANTS are INCAPABLE of satisfying / pacifying human desires.,,,,,,,,,,,,,,,,,,,,,,
799,haughty,"Haughty sounds like hottie --- Hot girls usually have ""ARROGANTLY SUPERIOR AND DISDAINFUL""   behaviour towards others.",(Tag: English) Haughty sounds like Half Tea... Arrogant people always drink Half Tea and Waste Half Tea.. They simply don't care..,,,,,,,,,,,,,,,,,,,,,,,,
800,estimable,"firstly... estimable -> estimate. able to calculate.

secondly; estimable->esteem.. and esteem means respect.",Estimable/Esteem= great respect;Just think in olden days if any one goes in Ford Esteem Car they will be respected;since they are Rich and helps others.....,estimable(stem +able)  The stem of asparagus is able to cure heart disease so it is highly valuable;worthy and respectful,,,,,,,,,,,,,,,,,,,,,,,
801,tangible,related to tangent; touching,Tangible or say Physical - something that can be sensed or felt by touch.,tangible ~ touchable Thing which can be touch and sense. ex tangible result,TANned Skin; Looks Good; wanna be aBLE to touch..,,,,,,,,,,,,,,,,,,,,,,
802,chary,"Chary : Think of it as ""BramhaChari"": What do the  Bramhachari's  do ?? They refrain from Marriage/ Females in general. They are unwilling to be bound by family life.",CHARY sounds similar to WARY; meaning CAUTIOUS.,"chary is like 'cherry'. Remember 'CHERRY' BLOSSOM shoe polish i.e we should be ""very cautious"" while using polish. Because if it falls on our clothes its hard to remove the stain.","chary: think of charred... somebody ""charred"" is chary i.e.; somebody who is burnt is always wary or cautious",Chary= cary( somebody who takes care),chary in adhurs telugu movie;he is very cautious n fearful.,Think: <B>charred</B> as in having been burned and from now on will be cautious.,take for ex actor brahmanandam(chary) in dee movie.. he doesnt want to take risk. (nannu involve cheyakandi),''chary'' its somehow sounds like ''scary'' . So its scary to put  a money in any company whiich is not well known to you... So you ''unwilling to take risk on that bcoz u r cautious of ur money'',"chary sounds like CHARITY...and chary is quite opposite to
charity.",in a telugu movie money money; a person named chary does not want to take risk by giving money to owners husband itself,"CHARtered accountants
are CHARY.i.e.;CAREFUL in spending money.",Remember in the tv show FRIENDS; Monica calls her virginity as cherry. So she is  very CAREFUL and CAUTIOUS about giving her cherry to anyone. :D  No offence please!,chary and wary go hand in hand be Chary; be wary too!,chary sound like care-e.that means to take care or sincerety,,,,,,,,,,,
803,repugnant,re-pug-nant -> pug which belongs to dog family and you think that you hate dogs,re + pregnant >> when you make some that against her will; u r an offensive person and morally degraded person,repugnant is like repulsive pug so hateful or offensive to the mind :),,repugnant is like repulsive pug... so very distasteful or offensive to the mind!!,Repulsive+Gnat- A repulsive gnat is disgusting. Therefore a repulsive gnat is repugnant. :D,,,,,,,,,,,,,,,,,,,,
804,xenophobic,Xenophobic = X phobic = phobia from unknown things,,,,,,,,,,,,,,,,,,,,,,,,,
805,squander,SQUANDER rhymes with WANDER....so if you keep wandering; you are ultimately wasting time in life. gud,squan = sucking quantity i.e.; spending too much quantity.,SQUAttER oN Dope. If you exchange 2 leTTers in SQUAttERs with oN Dope; you can explain how they became that way: they waste their money by spending irresponsibly on dope. (no offence intended to responsible smokers!),SQUANDER more like Spender. One who spends a lot,,,,,,,,,,,,,,,,,,,,,,
806,cajole,Remember; our bollywood actress; KAJOL; she is one of the most talkative; candid and energetic actresses we have in the industry...why is she portraying that image??? Probably she is doing this to bag a film or two from KARAN JOHAR!!!,KAJOL(actress) managed to CAJOLE a role from Karan Johar...:-),Cathy (ca) joked (jole) her way into the job by flirting with the boss.,Ofcourse Kajol; but imagine her urging for Pulse Polio vaccination on doordarshan.,do u remember the song...maine tho manga tha...of kajol...the way she cajoles ajay devgan from the movie u me aur hum,JOSTLE = harsh force. CAJOLE = gentle force.,"# &#2349;&#2369;&#2354;&#2357;&#2366;&#2344;&#2366;
# &#2350;&#2344;&#2366;&#2344;&#2366;
# &#2330;&#2366;&#2346;&#2354;&#2370;&#2360;&#2368; &#2325;&#2352;&#2344;&#2366;
# &#2326;&#2369;&#2358;&#2366;&#2350;&#2342; &#2325;&#2352;&#2344;&#2366;
#",cajole: caj(work) hone ke liya oil karna parta hai..,cajole: it sounds like ' Cat Joke' -- a good way to persuade by praising.,dar khasegari enqadr khodamo KAJOkoLE kardam ta aroos RAAZI beshe!!!,kajal lagake u deceive  to luk bu8ful,Raj cajole raji saying her cajole is beautiful and ask her a kiss,Cajole rhymes with cage. You cajole a bird into a cage with persuasion.,Ajay Devagn CAJOLEd (persuaded) Kajol to marry him (by flattery).,,,,,,,,,,,,
807,unalloyed,we know that alloy means a mixture of metals but unalloy means free from admixture,,,,,,,,,,,,,,,,,,,,,,,,,
808,heady,so foolhardy that the person damages his head(head-y)(for the 1st definition),,,,,,,,,,,,,,,,,,,,,,,,,
809,exigent,EX-tremely ur-GENT,sounds like Urgent!!!,exigent = [exi]st + [ur]gent -> require immediate action,"EXtra urGENT because I am more important than ""u r"".",Exit to Gent (exi-gent) -> Urgency &/ requiring exacting preciseness! ;),sounds like 'accident' which requires immediate attention,Ex-I-Gent; all suitors for this lady (is you're a girl; be a boy or bi for this word). You=I; you are in the middle (grab most attention) and you are the most important so she should really think and pick you.,Exigent is like exident(accident) it requires urgent action when there is an accident.,exit these gents from here immediately,exacting and urgent!,,,,,,,,,,,,,,,,
810,hysterical,No Mnemonic,,,,,,,,,,,,,,,,,,,,,,,,,
